,Importance
fr_oxazole,0.4396872599102935
fr_priamide,0.4396872599102898
NumHAcceptors,0.42606794335200976
SlogP_VSA5,0.41039135779500174
fr_Ar_OH,0.4010916258298624
fr_C_O,0.3902909899637551
fr_hdrzine,0.38804054720479586
fr_thiazole,0.3868082068510641
fr_ketone,0.3794809946342123
SlogP_VSA10,0.3679800926723659
EState_VSA9,0.35723766132085405
fr_hdrzone,0.3477378467545159
fr_phenol,0.33876780453888017
fr_phenol_noOrthoHbond,0.33876780453886673
fr_amidine,0.3264274539781725
Chi2n,0.3046600893848675
Chi0,0.30463019353773285
LabuteASA,0.29691075601794953
fr_allylic_oxid,0.286678628770525
MinPartialCharge,0.26689967851890023
HeavyAtomCount,0.2660807478714444
EState_VSA8,0.2647607241587593
NumValenceElectrons,0.23477555790735646
FpDensityMorgan1,0.21483042954967152
SlogP_VSA1,0.19562456624235366
Chi1,0.18884490722640523
fr_alkyl_carbamate,0.17303792462462683
fr_tetrazole,0.17303792462461612
NumAromaticRings,0.1691032879211598
fr_Ar_NH,0.15971237003516822
fr_Nhpyrrole,0.15971237003516822
SMR_VSA5,0.1528933716816666
PEOE_VSA10,0.14956678406918827
SMR_VSA7,0.12612577719595194
fr_sulfide,0.12467278548204125
fr_unbrch_alkane,0.12330541719192109
PEOE_VSA12,0.11655707268747503
SlogP_VSA3,0.11289886753736021
fr_N_O,0.1056996573331209
PEOE_VSA11,0.09986465226669443
Chi1v,0.09367136858118563
fr_Imine,0.08514587495057899
Chi0v,0.06097030169247609
fr_lactone,0.05646197326513947
fr_thiophene,0.05480861360148089
fr_piperdine,0.054341074762653416
fr_Ndealkylation2,0.05434107476265271
fr_phos_ester,0.05434107476265264
fr_phos_acid,0.05434107476265264
MaxAbsPartialCharge,0.040381389823036344
qed,0.02950527310946
fr_C_O_noCOO,0.0290335906346737
SlogP_VSA8,0.023840870148859914
EState_VSA11,0.018003753306633223
fr_ArN,0.013649987799252278
Chi0n,0.013224105326677555
SlogP_VSA6,0.012794324738948827
HallKierAlpha,0.005045370066013662
MolMR,0.0048190378678025425
fr_imide,0.002302012867637195
Chi1n,0.0022487110142771077
fr_guanido,0.0017557789152764136
PEOE_VSA4,0.001082883256814796
BCUT2D_MWLOW,0.0008940269843778506
fr_aniline,0.00021990193958414678
