sel__k,MAE
1,
2,1.8554268365799984
3,1.784497355703153
4,2.7596955800754115
5,2.611348606691755
6,2.1620939885373827
7,2.138536558847998
8,1.9562303427520509
9,1.9288616691413227
10,1.8496881685900548
11,1.9089019745625366
12,1.8373215370559832
13,1.83544193544174
14,1.7706864389517318
15,1.7999346415303732
16,1.8263299665311123
17,1.7914151966952336
18,1.7972007945906372
19,1.8083854934288006
20,1.7717039065075193
21,1.7475617788776572
22,1.7489064642212102
23,1.7264078735055128
24,1.6975488118985644
25,1.6845207250523855
26,1.6790557985431067
27,1.651853520557849
28,1.6608695367747301
29,1.6586199060274005
30,1.6555852770116894
31,1.644452091949114
32,1.655252760023551
33,1.6543218708077843
34,1.6632336867180622
35,1.6453380394677595
36,1.646689021383055
37,1.6400535219721009
38,1.636147546222651
39,1.647112432349215
40,1.6551511185181282
41,1.6471280333427856
42,1.6468426908671696
43,1.647786070075658
44,1.649764797269427
45,1.650256449346373
46,1.6565887910247998
47,1.6607675151312544
48,1.657185353648945
49,1.6579888982912958
50,1.6512175584226532
51,1.6514166522916345
52,1.6496151768984433
53,1.6449177408817508
54,1.6464872572160343
55,1.6454680240560673
56,1.6326954387923251
57,1.636410594707332
58,1.6375635713847496
59,1.635252012783195
60,1.6372135551213065
61,1.6330194141452672
62,1.6297508022508402
63,1.63215368074991
64,1.6262652022786042
65,1.6206609252746627
66,1.6136262564201302
67,1.6084326818638779
68,1.6064766480837371
69,1.6106751699680657
70,1.60201799378316
71,1.5986318631533476
72,1.5999108861515727
73,1.5914783125553233
74,1.586939305948859
75,1.5857145901121352
76,1.5835556524813328
77,1.5838933107455062
78,1.577508365291189
79,1.5794906290436468
80,1.5806203225686901
81,1.5726424942508337
82,1.573281793801584
83,1.5660718195707903
84,1.5664199145723363
85,1.567834759899912
86,1.5670859460623978
87,1.5615852229921823
88,1.5620269228559647
89,1.5564480731730719
90,1.5574116744224435
91,1.5545842575732176
92,1.5522124940001165
93,1.5487052669613754
94,1.5511948538532587
95,1.5455984195162886
96,1.5409198367519144
97,1.5427388224386334
98,1.5434037292681784
99,1.5408654243574171
100,1.538971274617618
101,1.53245136770033
102,1.5261560155554246
103,1.5279677274374188
104,1.5251110022112633
105,1.5201690215151606
106,1.5205561453331808
107,1.7488474380190084
108,1.7460991703267856
109,1.7439138989082268
110,1.9806283270190257
111,1.986359044460735
112,1.981694585627507
113,1.980590779076142
114,1.967815614314349
115,1.9694616868629968
116,1.9665511077514648
117,1.9665797657897242
118,1.9671302044791301
119,1.9647555020687917
120,1.9662943957722225
121,1.962415486698272
122,1.9718754412071093
123,1.9688481646880873
124,1.9657804876966851
125,2.5354233161940503
126,2.5118959287933693
127,2.4818857078852323
128,2.5345588877357574
129,2.4769358494451756
130,2.52511276736057
131,2.527624030065002
132,2.5401376878672903
133,2.5396876517981397
134,2.5402178398221045
135,2.5212113869323654
136,2.5456884971830993
137,2.5393273810004837
138,2.548213961273356
139,2.542405084410146
140,2.5304072305908134
141,2.5375086660286343
142,2.526003321910049
143,2.5273421831435305
144,2.527112414338806
145,2.5306631097363264
146,2.5223230564685015
147,2.523347613164573
148,2.521741154779943
149,2.5146293547595886
150,2.508696636765106
151,2.520859676778263
152,2.5227427508864433
153,2.503300749762613
154,2.5192038863691737
155,2.518269879519583
156,2.5146164931892825
157,2.5109009531193256
158,2.519132185844752
159,2.5253118404094805
160,2.5188901189860373
161,2.4993109034009238
162,2.5160189694861748
163,2.5280495163440784
164,2.5177568730184574
165,2.517283194913792
166,2.5262587892568154
167,2.522816688722445
168,2.516558046190474
169,2.514193516042599
170,2.515386311227802
171,2.5242459649695848
172,2.522051837726523
173,2.5180967475963274
174,2.5197702979334555
175,2.5175048043917054
176,2.504295066194821
177,2.518861625623901
178,2.519783716554428
179,2.518311923296325
180,2.516561068915736
181,2.512840244630058
182,2.512427298702632
183,2.5148396058521696
184,2.5142356105041186
185,2.5195141236620855
186,2.509364162331826
187,2.5247672420280183
188,2.5179323337840325
189,2.517299280829169
190,2.509708239739972
191,2.5126411527868373
192,2.519677861844424
193,2.495733650708316
194,2.5190320566016626
195,2.5092061596812645
196,2.5180065158528913
197,2.4943234788459328
198,2.4943798852991135
199,2.492421652371029
200,2.495817732975275
201,2.493849098513779
202,2.4973376002812815
203,2.4796110140311103
204,2.4738273460967934
205,2.4756557743992262
206,2.4810253132844853
207,2.5149763077267173
208,2.5160343330674464
209,2.5091921362782768
210,2.507915778896748
