sel__k,MAE
1,1.5631677128526225
2,1.3626822532852618
3,1.4794209625962198
4,1.7895635343667042
5,1.8003410782810993
6,1.7401745663800494
7,1.6468590407026789
8,1.6370337591801563
9,1.6340336207806698
10,1.6303978277314892
11,1.6286164076576093
12,1.627037518254214
13,1.6261764276840054
14,1.6216128686444775
15,1.6025596622096
16,1.5992928626035985
17,1.585817692398674
18,1.5774439919402645
19,1.5689567646885247
20,1.5472872949131813
21,1.5350007332351583
22,1.5262298231561913
23,1.5250671725189044
24,1.5216584175159227
25,1.5022475294722275
26,1.4951193350023364
27,1.4914805291614657
28,1.4911663086679676
29,1.4950897888988008
30,1.4880361814649385
31,1.4804019895495917
32,1.4762858643373693
33,1.474546780849323
34,1.465572266043012
35,1.4624714719468686
36,1.4607750762405811
37,1.4577730901810215
38,1.4561542875409104
39,1.4499908393053411
40,1.4481907522144717
41,1.4480913175935133
42,1.4482248448824793
43,1.451140959997089
44,1.4513055413410954
45,1.4521925074315571
46,1.4517230160338528
47,1.4507169689590853
48,1.4520499708940107
49,1.4533991400703405
50,1.4544437391743437
51,1.4558898884348672
52,1.457023688265687
53,1.4556445853919162
54,1.4551385155538747
55,1.4552019017290816
56,1.4560899959578975
57,1.4564057265265087
58,1.457034617911717
59,1.4568379639609832
60,1.4567820544987944
61,1.4540290875803976
62,1.453706506057278
63,1.4529979515665579
64,1.4530361950939363
65,1.4528112039930465
66,1.4512943217658476
67,1.451193185600889
68,1.4527711174430835
69,1.4515132715277768
70,1.4516692821958699
71,1.4518875149776425
72,1.454725747630762
73,1.4542467442999683
74,1.4544068011614064
75,1.4544509818762539
76,1.4554238614904067
77,1.455090939608628
78,1.4558688225196286
79,1.4566328639789665
80,1.4568266133158465
81,1.4571780845765763
82,1.457200574658772
83,1.4573541005947015
84,1.4584593540112174
85,1.459038317913323
86,1.460463746072509
87,1.4606157216292814
88,1.4595191234567086
89,1.45968171775472
90,1.4598352813329356
91,1.460006720583667
92,1.4626158377013219
93,1.462566247226161
94,1.4613505329521668
95,1.462277118162021
96,1.462366923508838
97,1.462369802324599
98,1.4632748529733355
99,1.4623172073874633
100,1.4635519667730756
101,1.4624028143492833
102,1.5280610907143684
103,1.5257443774087636
104,1.5349417088985091
105,1.5975040914641867
106,1.5973872169981995
107,1.602625022148547
108,1.6022196064905003
109,1.6363961050631868
110,1.6823952452706938
111,1.8030821201815295
112,1.8684145342824512
113,1.9310440815554075
114,1.9302326303018351
115,1.9915126450030274
116,2.245257195676315
117,2.2452572340564383
118,2.2452886311142763
119,2.2453098401285034
120,2.308311301218281
121,2.308314228577612
122,2.3083152304899395
123,2.3082938992633597
124,2.308298705793904
125,2.3083061562052594
126,2.308310645869054
127,2.308313388619071
128,2.308320461374009
129,2.3541167865220163
130,2.3541167876453652
131,2.354116787066771
132,2.3540991681406642
133,2.3541167856143024
134,2.354116784887687
135,2.3541167867906774
136,2.354116785316046
137,2.3541167849033706
138,2.3541167841478745
139,2.3541167860461565
140,2.3541167825617526
141,2.3540991689250266
142,2.354116782632561
143,2.3540991680180556
144,2.3541167849574864
145,2.3541167858453917
146,2.3541167855678795
147,2.354116789352689
148,2.354116789126231
149,2.354116788481956
150,2.354116787589315
151,2.3541167873868534
152,2.354116787304901
153,2.3541167908256466
154,2.354116792194826
155,2.3541167906628213
156,2.3541167887738395
157,2.354116787630091
158,2.354116788999943
159,2.354116790679413
160,2.3541167934040796
161,2.3541167903061937
162,2.3541167910511596
163,2.3541167936094944
164,2.35409917363465
165,2.3541167892999733
166,2.3541167883569307
167,2.354116788940231
168,2.3541167892708965
169,2.354116789392701
170,2.3540991704760073
171,2.354116790430481
172,2.354116790404418
173,2.3541167911811782
174,2.3541167909102203
175,2.354116790511008
176,2.3541167898599564
177,2.354116789695026
178,2.354099171843841
179,2.3541167898175166
180,2.3541167916568524
181,2.3541167934341614
182,2.354099175762819
183,2.354116793591911
184,2.3541167933935445
185,2.35411679371781
186,2.3541167934215763
187,2.3541167942281778
188,2.3541167942312273
189,2.3540991741139643
190,2.3541167949643866
191,2.354116794301658
192,2.3541167966401644
193,2.354116796883004
194,2.354116796977695
195,2.354116793586874
196,2.3541167960989373
197,2.354116796031095
198,2.3541167966549974
199,2.3540991772035595
200,2.354116796336428
201,2.3541167978993287
202,2.354116796988505
203,2.3541167969283037
204,2.3540991763165757
205,2.3541167975324035
206,2.3541167966639507
207,2.3541167963570286
208,2.354116794908132
209,2.354116796518333
210,2.354116795020138
