NAME,Experimental RT,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Sarcosine,7.82,CNCC(O)=O,9.536805555555556,9.536805555555556,0.04166666666666652,-0.8217592592592589,0.4695634757445805,8.166666666666666,89.09399999999998,82.03799999999998,89.047678464,36,0,0.3169691057035338,-0.4802916016858335,0.4802916016858335,0.3169691057035338,2.0,2.5,2.5,16.366345844690034,10.675802316738379,1.8566433578452415,-1.8358580121754686,1.503394314751987,-2.1643942066574495,5.683852342541057,-0.1353528606132183,1.3485878960124225,2.831257109931365,52.75488750216347,4.99156383156272,3.5625686671503685,3.5625686671503685,2.770055610029662,1.634837724168458,1.634837724168458,0.9240686291132636,0.9240686291132636,0.3280024204495496,0.3280024204495496,0.15122572515291272,0.15122572515291272,-0.5700000000000001,14.834466856136647,5.43,2.6557336343115123,3.4299999999999993,35.97475329247059,10.423315998847038,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,7.04767198267719,0.0,6.544756405912575,9.901064578912528,5.969305287951849,0.0,5.316788604006331,0.0,0.0,13.592428388589765,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,24.668261071382318,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,49.33,5.969305287951849,4.794537184071822,0.0,6.544756405912575,0.0,0.0,0.0,7.04767198267719,0.0,5.316788604006331,5.106527394840706,0.0,0.0,9.536805555555556,10.318564814814813,0.0,-0.8217592592592589,0.0,0.0,0.04166666666666652,1.591388888888889,0.6666666666666666,6,2,3,0,0,0,0,0,0,2,2,3,2,0,0,0,0,-0.7096000000000002,21.5625,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethanolamine,7.15,NCCO,7.75,7.75,0.09722222222222232,0.09722222222222232,0.4055784163621654,7.5,61.083999999999996,54.028,61.052763844,26,0,0.0553245806721056,-0.3950627389113919,0.3950627389113919,0.0553245806721056,1.75,2.0,2.0,16.25070839298393,10.760281297011383,1.5579516127046704,-1.70722482188778,1.3253754886169684,-2.0158886772412905,4.171488089138785,0.3061301650671471,1.370950594454669,1.9747448713915894,8.0,3.414213562373095,2.4387774270626785,2.4387774270626785,1.914213562373095,1.2244760564807007,1.2244760564807007,0.5122819323447918,0.5122819323447918,0.12909944487358055,0.12909944487358055,0.0,0.0,-0.08,6.854752972273345,3.9200000000000004,2.92,1.9199999999999995,25.238317591434885,10.84019487200289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912575,6.606881964512918,5.106527394840706,0.0,0.0,0.0,5.733667477162185,0.0,13.151638370425493,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,18.2581657652662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,0.0,0.0,0.0,6.606881964512918,6.544756405912575,0.0,0.0,0.0,0.0,0.0,10.84019487200289,0.0,0.0,0.0,7.75,4.777777777777778,0.0,0.0,0.0,0.4722222222222223,0.0,1.0,4,3,2,0,0,0,0,0,0,2,2,2,1,0,0,0,0,-1.0626000000000002,16.140200000000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoxanthine,4.99,O=C1NC=Nc2nc[nH]c12,10.873009259259259,10.873009259259259,0.1921296296296291,-0.1921296296296291,0.5192368565638923,10.4,136.114,132.082,136.038510748,50,0,0.2762579987223569,-0.33867482420436507,0.33867482420436507,0.2762579987223569,1.2,1.9,2.6,16.138466905511088,10.551983298137365,1.9724439205710431,-1.8115356769410564,1.9352672434711313,-2.0497501773200715,5.668238278653933,1.1538082970191939,2.3571021521226503,3.0929120500200673,400.94019739120694,6.974691494688164,4.95737601984303,4.95737601984303,4.877010097711744,2.7450857894158376,2.7450857894158376,1.8328038570710459,1.8328038570710459,1.2288691748696003,1.2288691748696003,0.7762550738449225,0.7762550738449225,-1.6500000000000004,372.42214003537873,5.159860161857645,1.6629234524260401,0.5397705083562873,55.14269411512977,9.967957041894417,0.0,11.16387793838399,0.0,5.559266895052008,0.0,4.794537184071822,9.967957041894417,0.0,0.0,0.0,0.0,0.0,12.654640149529083,0.0,11.16387793838399,0.0,19.935914083788834,0.0,0.0,0.0,23.008444228652912,0.0,0.0,5.559266895052008,0.0,0.0,0.0,19.935914083788834,0.0,0.0,0.0,17.449177333600908,0.0,11.16387793838399,0.0,74.43,0.0,4.794537184071822,0.0,5.559266895052008,11.16387793838399,0.0,12.654640149529083,0.0,0.0,19.935914083788834,0.0,0.0,0.0,23.562916666666666,0.0,0.6747685185185195,0.0,0.0,2.7623148148148147,0.0,0.0,0.0,10,2,5,0,0,0,0,2,2,3,2,5,0,0,0,0,2,-0.35380000000000006,34.5094,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cysteine,5.31,N[C@@H](CS)C(O)=O,9.756435185185186,9.756435185185186,0.18981481481481488,-1.004629629629629,0.42438150224218973,13.428571428571429,121.16099999999997,114.10499999999999,121.019749464,42,0,0.32082221100587355,-0.4800638842024688,0.4800638842024688,0.32082221100587355,2.0,2.4285714285714284,2.4285714285714284,32.116866610825646,10.376544827549965,2.0567047952500963,-1.9607609925305036,1.795249042193941,-2.309520287938285,7.79849677342341,-0.13741942487671266,1.6457113704075785,3.3434170589539605,75.33515884998701,5.8618073195657985,3.6644828010295782,4.558909992029494,3.1807392125526213,1.7742154673907575,2.4066709994244335,1.127304926118036,1.4924532977881464,0.5138937555013049,0.9072864520142523,0.0780926286713828,0.23427788601414842,-0.22000000000000003,27.977093296928835,6.78,2.872924704797209,2.4720415224913497,46.91984846927698,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,12.628789148012991,0.0,0.0,0.0,5.752853606746789,0.0,9.901064578912528,18.59809443596484,0.0,0.0,5.733667477162185,6.041840829147961,5.752853606746789,0.0,0.0,0.0,5.733667477162185,0.0,0.0,12.628789148012991,22.870527118687306,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,63.32,12.011146117099809,4.794537184071822,0.0,5.752853606746789,0.0,0.0,0.0,0.0,0.0,12.628789148012991,10.84019487200289,0.0,3.6490432098765435,9.756435185185186,8.008101851851851,4.939814814814815,-0.8148148148148142,-0.8163580246913587,0.0,0.0,0.0,0.6666666666666666,7,3,3,0,0,0,0,0,0,3,3,4,2,0,0,0,0,-0.6719000000000002,29.464199999999998,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creatinine,4.93,CN1CC(=O)N=C1N,10.354722222222222,10.354722222222222,0.16203703703703676,-0.16203703703703676,0.4277648474316,19.375,113.12,106.064,113.058911844,44,0,0.2679612191748579,-0.3694079485605272,0.3694079485605272,0.2679612191748579,1.875,2.5,2.625,16.15045032799402,10.60675419906868,2.145528991215182,-2.047803269563786,1.924319002539481,-2.293724039650887,5.991772363748452,-0.1164416059090117,1.85084532640743,2.7289998504252155,151.3624125497598,6.146264369941973,4.587132531839952,4.587132531839952,3.6983773027576627,2.280614425186751,2.280614425186751,1.7198031616291587,1.7198031616291587,1.0027786513776,1.0027786513776,0.5323637783459343,0.5323637783459343,-1.06,66.63043175066748,5.084092219020172,1.467126541947864,0.6407442957932413,46.98481517061011,10.633577208012664,6.544756405912575,5.959554568743835,0.0,5.907179729351506,0.0,4.794537184071822,0.0,4.992404732635669,0.0,0.0,0.0,7.04767198267719,0.0,4.794537184071822,11.866734298095341,0.0,4.899909730850478,10.726072209797854,0.0,13.592428388589765,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,30.359072417535586,4.794537184071822,0.0,0.0,4.992404732635669,0.0,0.0,0.0,58.69,0.0,4.794537184071822,0.0,5.907179729351506,12.50431097465641,0.0,0.0,11.947581713527669,0.0,4.992404732635669,5.733667477162185,0.0,0.0,15.405648148148147,0.0,5.22375,0.15277777777777835,0.0,0.0,0.3252314814814814,1.7259259259259259,0.5,8,2,4,0,1,1,0,0,0,3,1,4,0,0,0,0,1,-1.2268999999999994,29.259399999999996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sucrose,8.05,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,9.997825727513227,9.997825727513227,0.6686328157806325,-2.2217479213907794,0.2378914345193498,51.130434782608695,342.297,320.12100000000004,342.11621152399994,136,0,0.2235503336827939,-0.39356651499978823,0.39356651499978823,0.2235503336827939,0.782608695652174,1.391304347826087,1.8695652173913044,16.80720479669425,9.986667178387352,2.578267455954763,-2.427675193071407,2.353369659719251,-2.622781479669637,4.979620874881744,-0.3832163366504219,2.8005781288655607,2.1772696581273263,393.2032272794937,17.361442840636293,12.042576132467907,12.042576132467907,10.806896738665586,7.0494601849480585,7.0494601849480585,5.559383362018338,5.559383362018338,4.070325339078978,4.070325339078978,2.6313159666862083,2.6313159666862083,-0.43999999999999995,120494.87399444074,18.89235232228663,7.207281294562587,3.2268020699807716,130.43645768522254,55.062808020125786,49.33464667875103,6.290026729335213,5.7871111525705965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.062808020125786,0.0,0.0,0.0,0.0,54.80490259614392,19.820645893538753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840835,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,30.63916436904423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.423643651081555,15.4463210978836,0.0,0.0,76.66677810321659,0.0,-2.2217479213907794,0.0,-12.652261642311249,-2.3224229707315,0.0,1.0,23,8,11,0,2,2,0,0,0,11,8,11,5,0,2,2,2,-5.395599999999993,68.64140000000003,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guanine,6.4,NC1=Nc2nc[nH]c2C(=O)N1,11.013842592592592,11.013842592592592,0.07833333333333359,-0.3009259259259256,0.4597512677791772,10.545454545454545,151.129,146.089,151.04940978,56,0,0.2778529108984997,-0.3692507023755726,0.3692507023755726,0.2778529108984997,1.5454545454545454,2.3636363636363638,3.1818181818181817,16.1386916857688,10.54023413923355,2.0115977390235438,-1.886663847444772,1.9805081996067897,-2.1032675984487446,5.6865123313982515,1.171060459290178,2.337841088205032,3.024307136383607,441.3146575841347,7.8449349826912425,5.45737601984303,5.45737601984303,5.270856947829096,2.9604936974186553,2.9604936974186553,2.052311209947444,2.052311209947444,1.3143452725986455,1.3143452725986455,0.85979190781096,0.85979190781096,-1.85,514.325039405107,5.899350869955592,1.8152833600191707,0.7592026919690413,60.482584812142484,10.717645998109393,0.0,11.16387793838399,5.948339280986494,5.559266895052007,0.0,9.77851570501903,4.9839785209472085,4.9839785209472085,0.0,0.0,0.0,0.0,6.3273200747645415,0.0,17.112217219370486,0.0,19.935914083788834,0.0,0.0,5.733667477162185,16.68112415388837,0.0,0.0,11.29293437221419,5.948339280986494,0.0,0.0,19.935914083788834,0.0,0.0,0.0,11.121857258836364,0.0,11.16387793838399,0.0,100.44999999999999,0.0,4.794537184071822,0.0,11.5076061760385,11.16387793838399,0.0,6.3273200747645415,0.0,0.0,19.935914083788834,5.733667477162185,0.0,0.0,23.54513888888889,0.0,5.6480092592592595,0.07833333333333359,0.0,1.395185185185185,0.0,0.0,0.0,11,4,6,0,0,0,0,2,2,4,3,6,0,0,0,0,2,-0.7716000000000003,38.92179999999999,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allothreonine,7.95,C[C@H](O)[C@H](N)C(O)=O,9.85574074074074,9.85574074074074,0.9791666666666667,-1.1805555555555556,0.42509560262695134,17.375,119.11999999999999,110.04799999999999,119.058243148,48,0,0.32266366773949673,-0.4800132023099517,0.4800132023099517,0.32266366773949673,1.75,2.125,2.125,16.37146680880959,10.19470849442005,2.1566906789597744,-2.064945541435154,1.8536490115328135,-2.3934500225977664,5.732181146355902,-0.14037845905718618,1.6403360647604435,3.6376825478398387,91.28421251514428,6.732050807568877,4.5347262890326565,4.5347262890326565,3.5534180126147956,2.2186219031801775,2.2186219031801775,1.6046245126325556,1.6046245126325556,0.8048726142168625,0.8048726142168625,0.20633934529981277,0.20633934529981277,-0.6100000000000001,39.36806555425064,7.39,2.637269224813579,1.9020806561183323,46.92395767246788,15.946722266843596,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,6.103966387748303,15.007591973753232,5.969305287951849,0.0,0.0,5.733667477162185,19.069544416586886,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,28.32816729452952,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,83.55000000000001,18.115112504848113,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,15.946722266843596,0.0,0.0,9.85574074074074,16.55287037037037,4.909722222222222,-1.1805555555555556,-1.157407407407408,-0.9791666666666667,1.3321296296296297,0.0,0.75,8,4,4,0,0,0,0,0,0,3,3,4,2,0,0,0,0,-1.2208999999999997,27.291999999999994,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymidine,2.57,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,11.564203987150416,11.564203987150416,0.2049773242630386,-0.8156164965986392,0.5842742137821719,28.529411764705884,242.23099999999997,228.11899999999997,242.090271548,94,0,0.32996003103185106,-0.3935688359788986,0.3935688359788986,0.32996003103185106,1.588235294117647,2.2941176470588234,2.8823529411764706,16.54267619433923,10.168189134432897,2.3442927037634904,-2.140220204192535,2.2652595894047804,-2.3307190144997456,5.015010184772445,-0.04593009409910936,2.645469496889508,2.335396041923274,520.1629217962848,12.576985790260121,9.290000297023063,9.290000297023063,8.024075805453151,5.2908373835829305,5.2908373835829305,4.093467597493248,4.093467597493248,2.840228194739679,2.840228194739679,1.8502710045785484,1.8502710045785484,-1.4400000000000002,7965.508655134308,12.02850568274639,4.438375367377904,2.1665656901037735,96.28954903482216,14.94991774348146,12.331867558483172,0.0,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,0.0,6.923737199690624,18.18111668623608,12.71084835226122,14.94991774348146,0.0,0.0,9.551078168738563,0.0,31.78039276884811,6.606881964512918,32.5983797247092,0.0,0.0,11.24901029325548,0.0,0.0,0.0,38.5789476984295,4.736862953800049,6.923737199690624,18.212174285357875,15.785917939756718,0.0,0.0,0.0,104.54999999999998,29.68484423948696,14.69560176298435,0.0,13.027703587438928,5.563451491696996,0.0,10.763943219404432,6.923737199690624,0.0,4.9839785209472085,9.843390348640755,6.5433862433862435,0.0,24.91621275825145,18.50208425191064,-0.6434892027798764,0.0,0.0,-0.5805272108843542,1.262333160115898,0.0,0.6,17,3,7,0,1,1,0,1,1,6,3,7,2,0,1,1,2,-1.5142799999999992,57.67930000000002,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Methylnicotinamide,6.26,CN1CC(=CC=C1)C(N)=O,10.593287037037037,10.593287037037037,0.33685185185185174,-0.33685185185185174,0.5477306853171201,16.9,138.17,128.08999999999997,138.07931294,54,0,0.24592940225080023,-0.37589175185147916,0.37589175185147916,0.24592940225080023,1.8,2.5,2.9,16.146531137369035,10.166045965241105,2.0689000352547198,-2.1666661488236376,2.027637903564978,-2.251305951210707,5.9240817622513315,-0.11430264160720224,1.8757135518200394,2.7057326371244352,205.65164647309302,7.560477932315068,5.871969743908872,5.871969743908872,4.698377302757663,3.073334722945455,3.073334722945455,2.3127918574411064,2.3127918574411064,1.374191023861913,1.374191023861913,0.8402644958655817,0.8402644958655817,-1.25,178.19278742290373,6.864285714285714,2.5576052512449072,1.3728373702422145,59.805112963571304,10.633577208012664,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,6.076020106833881,12.27597499665433,19.165532918659032,0.0,4.794537184071822,5.907179729351506,0.0,4.899909730850478,5.733667477162185,0.0,13.592428388589765,23.92509963355748,0.0,0.0,5.733667477162185,0.0,0.0,0.0,24.39951784879175,4.794537184071822,0.0,0.0,23.92509963355748,0.0,0.0,0.0,46.33,0.0,4.794537184071822,0.0,5.907179729351506,12.117860935981842,0.0,0.0,6.076020106833881,24.223556710181995,0.0,5.733667477162185,0.0,0.0,12.496157407407408,0.0,5.719027777777778,-0.33685185185185174,0.0,5.442824074074075,0.6168981481481481,1.8952777777777778,0.2857142857142857,10,2,3,0,1,1,0,0,0,2,1,3,1,0,0,0,1,-0.14279999999999993,39.047399999999996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoleucine,7.18,CC[C@H](C)[C@H](N)C(O)=O,10.17462962962963,10.17462962962963,0.07175925925925908,-0.9126388888888883,0.5839472301812022,16.77777777777778,131.17499999999998,118.07099999999998,131.094628656,54,0,0.3202466808084985,-0.480078739285162,0.480078739285162,0.3202466808084985,1.7777777777777777,2.2222222222222223,2.3333333333333335,16.36764345001577,10.006554647362336,2.166649124995063,-2.114982452150463,2.03624094466588,-2.3564188818611846,5.728781622917253,-0.13924696360818603,1.8434495647494127,3.7161367711827205,103.23098268032228,7.439157588755425,5.794619474719246,5.794619474719246,4.09142281507558,3.075778085083427,3.075778085083427,2.2495532657086503,2.2495532657086503,1.5421551629295736,1.5421551629295736,0.4973280247816243,0.4973280247816243,-0.5700000000000001,75.58143215472592,8.43,3.454517317421779,2.4635710245386835,54.859608149065075,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,20.268296022307258,5.917906046161393,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,11.651573523323577,26.31013685145522,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.117673511940517,4.794537184071822,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,63.32,12.011146117099809,4.794537184071822,0.0,5.917906046161393,0.0,6.4208216229260096,0.0,0.0,13.847474399381248,0.0,10.84019487200289,0.0,0.0,10.17462962962963,8.358518518518519,5.270972222222222,-0.8408796296296293,-0.6990740740740746,0.812962962962963,3.7562037037037035,0.0,0.8333333333333334,9,3,3,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0.44439999999999996,35.06619999999998,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucine,7.08,CC(C)C[C@H](N)C(O)=O,10.109768518518518,10.109768518518518,0.3574999999999998,-0.9132407407407401,0.5839472301812022,13.777777777777779,131.17499999999998,118.07099999999998,131.094628656,54,0,0.319977946620586,-0.48008631732626356,0.48008631732626356,0.319977946620586,1.6666666666666667,2.111111111111111,2.2222222222222223,16.367544830314245,10.05322412803921,2.1137269386217423,-2.0694471285604683,2.0108389916713003,-2.307587421425896,5.724698039855709,-0.13841681326499694,1.634374150092862,3.5016884512730915,101.23098268032228,7.439157588755425,5.794619474719246,5.794619474719246,4.036581260209188,3.020936530217035,3.020936530217035,2.5742798507958478,2.5742798507958478,1.0425358217215752,1.0425358217215752,0.6086849374733664,0.6086849374733664,-0.5700000000000001,60.47184355343589,8.43,3.454517317421779,3.9683580080753695,54.859608149065075,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.847474399381248,12.338727669087403,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,11.651573523323577,26.31013685145522,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.117673511940517,4.794537184071822,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,63.32,12.011146117099809,4.794537184071822,0.0,0.0,12.338727669087403,0.0,0.0,0.0,13.847474399381248,0.0,10.84019487200289,0.0,0.0,10.109768518518518,8.30587962962963,5.21787037037037,-0.5557407407407403,-0.6898148148148151,0.5509259259259259,3.8944444444444444,0.0,0.8333333333333334,9,3,3,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0.44439999999999996,35.06619999999998,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
