NAME,Experimental RT,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Valine,7.24,CC(C)[C@H](N)C(O)=O,10.01574074074074,10.01574074074074,0.020833333333333037,-0.9305555555555556,0.5369765717084767,14.0,117.14799999999998,106.05999999999999,117.078978592,48,0,0.3202358658393586,-0.48007887022192064,0.48007887022192064,0.3202358658393586,1.625,2.0,2.0,16.36763178817759,10.06994962047342,2.1379445115427895,-2.0739969987555105,1.95744516638384,-2.344833650558036,5.728031134315254,-0.13903990720214565,1.6403360647604435,3.6376825478398387,90.42945954287093,6.732050807568877,5.087512693532698,5.087512693532698,3.5534180126147956,2.5377732826226422,2.5377732826226422,2.1080380269083676,2.1080380269083676,1.0033874747810245,1.0033874747810245,0.2851539619879404,0.2851539619879404,-0.5700000000000001,39.36806555425064,7.43,2.667813604184344,1.9303215294294527,48.49466603466847,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.847474399381248,5.917906046161393,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,11.651573523323577,19.88931522852921,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.117673511940517,4.794537184071822,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,63.32,12.011146117099809,4.794537184071822,0.0,5.917906046161393,0.0,0.0,0.0,13.847474399381248,0.0,0.0,10.84019487200289,0.0,0.0,10.01574074074074,8.227407407407407,5.159722222222222,-0.9097222222222225,-0.7129629629629635,0.0,3.553148148148148,0.0,0.8,8,3,3,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0.05430000000000007,30.44919999999999,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alanine,8.05,C[C@H](N)C(O)=O,9.574074074074074,9.574074074074074,0.7314814814814821,-0.962962962962963,0.4513521877377077,13.666666666666666,89.09399999999998,82.03799999999998,89.047678464,36,0,0.3196779563386595,-0.4800942338470611,0.4800942338470611,0.3196779563386595,2.0,2.1666666666666665,2.1666666666666665,16.367425029932836,10.385340795249784,1.9902887517857768,-1.8970694528403376,1.676610209507762,-2.2500042064386876,5.718631580202893,-0.13756290275528457,1.3609640474436813,3.2575861612334887,59.813537528125096,5.1547005383792515,3.5101624243430725,3.5101624243430725,2.6427344100918364,1.6270896800996826,1.6270896800996826,1.1269128025836794,1.1269128025836794,0.38952755606530876,0.38952755606530876,0.0,0.0,-0.5700000000000001,13.609640474436812,5.43,1.7676338396942162,1.7215451895043727,35.76478180587526,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,5.733667477162185,12.965578028838586,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.117673511940517,4.794537184071822,0.0,6.923737199690624,0.0,0.0,0.0,0.0,63.32,12.011146117099809,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,10.84019487200289,0.0,0.0,9.574074074074074,7.8657407407407405,4.835648148148148,-0.962962962962963,-0.7314814814814821,0.0,1.4189814814814814,0.0,0.6666666666666666,6,3,3,0,0,0,0,0,0,2,2,3,1,0,0,0,0,-0.5817999999999999,21.285200000000003,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glutamine,8.19,N[C@@H](CCC(N)=O)C(O)=O,10.100084089191231,10.100084089191231,0.021296296296296147,-1.1099537037037035,0.4560917735982506,12.5,146.14600000000002,136.06599999999997,146.06914218,58,0,0.3199828445702351,-0.4800862864649938,0.4800862864649938,0.3199828445702351,1.5,2.0,2.3,16.36758121408474,10.152845695696168,2.1081748075498097,-2.014368772547474,1.91881109526079,-2.3084818605667277,5.764682430772367,-0.13825269896238465,1.820356593835518,3.4907296603908136,145.8284895747849,8.146264369941973,5.409974546369656,5.409974546369656,4.536581260209188,2.804340371793938,2.804340371793938,1.9497187176048896,1.9497187176048896,1.0189388484196829,1.0189388484196829,0.4212363029499181,0.4212363029499181,-1.1,111.0417522239666,8.9,3.8375573921028465,3.8485659349463233,57.996078831724944,16.573862349165076,6.041840829147961,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,14.69560176298435,11.876485017303356,0.0,0.0,11.46733495432437,18.88348407499998,0.0,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,23.02485324129202,9.589074368143644,0.0,12.841643245852019,0.0,0.0,0.0,0.0,106.41,17.918325846451317,9.589074368143644,0.0,12.841643245852019,0.0,0.0,0.0,0.0,0.0,0.0,16.573862349165076,0.0,0.0,20.134780801209374,8.217769274376417,9.810922146636432,-1.6407870370370365,-0.9791666666666672,0.123148148148148,0.0,0.0,0.6,10,5,5,0,0,0,0,0,0,3,3,5,4,0,0,0,0,-1.3361999999999998,34.03959999999999,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycerophosphocholine,8.67,C[N+](C)(C)CCO[P](O)(=O)OC[C@H](O)CO,11.231530612244898,11.231530612244898,0.07589088876291261,-4.126759259259259,0.3886496757759784,15.125,258.23099999999994,237.06299999999996,258.11010044209,98,0,0.47198515385369805,-0.3935928597498911,0.47198515385369805,0.3935928597498911,1.3125,1.875,2.3125,31.204693165588615,10.41800185577642,2.2311560320826014,-2.2364242920345494,2.424860805351215,-2.369887825143846,7.469313908188675,-0.8699655608714122,2.1151177695850514,3.8326574016634782,241.17325948008235,12.819990956308914,9.866590242827197,10.761017433827112,7.161613803083721,4.87386461590323,6.369309730913562,4.447874048074404,5.901383371625319,1.6573545752649061,2.6415770886315824,0.7002483196709763,1.4476131461688166,-0.010000000000000023,1501.7336164053866,15.989999999999998,6.659048602058968,9.232920352424768,95.42305337548139,19.58949725012851,19.255604758173796,0.0,0.0,0.0,7.822697123132171,9.047494323423635,4.565048284931329,0.0,0.0,0.0,0.0,0.0,34.356779877057406,33.202039858483474,7.822697123132171,0.0,0.0,0.0,6.103966387748303,47.50841824748289,0.0,0.0,0.0,0.0,0.0,0.0,7.822697123132171,73.20188188535971,13.612542608354964,0.0,0.0,0.0,0.0,0.0,0.0,96.22000000000001,27.140427439906308,4.565048284931329,0.0,6.606881964512918,11.027787263607198,0.0,0.0,0.0,21.143015948031568,9.047494323423635,15.106466392433886,20.97777517951625,0.0,9.167120181405895,17.379778397508375,0.0,0.0,0.0,-1.1782663296800207,-0.3368111457545979,1.629292605892985,1.0,16,3,7,0,0,0,0,0,0,5,3,8,8,0,0,0,0,-0.8206000000000004,57.72130000000004,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tyrosine,7.61,N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.396195830183926,10.396195830183926,0.1598578042328047,-1.0203009259259253,0.6277204469356521,12.384615384615385,181.19099999999997,170.10299999999995,181.073893212,70,0,0.32031550178849594,-0.5079666451758841,0.5079666451758841,0.32031550178849594,1.3846153846153846,1.9230769230769231,2.3846153846153846,16.367595320550276,10.07156367522584,2.1085817848615984,-2.0511897317004206,2.101425351210314,-2.3164449871083277,5.730394794627232,-0.1379965612882582,2.0845175502848488,2.641763904889644,294.23305328030176,9.844934982691242,6.973883877788083,6.973883877788083,6.092224152875014,3.856515094763092,3.856515094763092,2.8153020657259367,2.8153020657259367,1.7091531754759903,1.7091531754759903,0.9732748005878348,0.9732748005878348,-1.5499999999999998,758.764388303685,9.537336244541484,3.909515505702705,2.757388143125063,75.6161097641353,15.946722266843596,11.791352662431866,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,12.13273413692322,24.117007251546223,0.0,0.0,15.007591973753232,5.969305287951849,0.0,0.0,5.733667477162185,12.462662452073971,0.0,29.828919765543436,0.0,5.749511833283905,5.733667477162185,0.0,5.749511833283905,0.0,22.22420090678122,11.21535880699783,0.0,5.563451491696996,24.26546827384644,0.0,0.0,0.0,83.55000000000001,12.011146117099809,4.794537184071822,0.0,12.170333456209914,0.0,5.563451491696996,12.13273413692322,12.13273413692322,0.0,0.0,15.946722266843596,0.0,0.0,10.396195830183926,17.47592624086672,6.123313492063493,-0.8604431216931205,5.424914965986394,0.27342592592592574,0.0,0.0,0.2222222222222222,13,4,4,0,0,0,1,0,1,3,3,4,3,0,0,0,1,0.3466,47.42200000000002,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histidine,9.48,N[C@@H](Cc1c[nH]cn1)C(O)=O,10.262534958427816,10.262534958427816,0.2627314814814814,-1.0064814814814815,0.5411944991131042,12.818181818181818,155.15699999999998,146.08499999999998,155.069476528,60,0,0.3203777319132172,-0.4800769699266,0.4800769699266,0.3203777319132172,1.9090909090909092,2.6363636363636362,3.090909090909091,16.36755701075525,10.169528464495068,2.118348846979255,-2.0092767031838807,1.948539381987439,-2.318022492740348,5.728836608266237,-0.1380141872078522,2.3932748533488946,2.4987607772382447,231.98525149250435,8.267584713501616,5.819183339408831,5.819183339408831,5.198377302757663,3.159372183248773,3.159372183248773,2.2093954823400774,2.2093954823400774,1.3011019754142341,1.3011019754142341,0.7151636365475007,0.7151636365475007,-1.36,394.8903508025676,7.743734439834026,3.156503765422208,2.047487035715207,63.250684413900096,15.8241733929501,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,4.9839785209472085,0.0,0.0,0.0,0.0,12.617665194539086,12.021248069613002,9.901064578912528,5.969305287951849,0.0,9.967957041894417,5.733667477162185,12.462662452073971,0.0,18.21809164122608,0.0,0.0,5.733667477162185,0.0,0.0,0.0,27.085630553834932,11.21535880699783,0.0,5.693927994848461,12.524163646377618,0.0,0.0,0.0,92.0,12.011146117099809,4.794537184071822,0.0,6.4208216229260096,5.693927994848461,0.0,6.3273200747645415,6.196843571613076,0.0,9.967957041894417,10.84019487200289,0.0,0.0,16.816677059712774,8.417829743008314,5.920833333333334,-1.0064814814814815,-0.8626851851851856,3.3804931972789114,0.0,0.0,0.3333333333333333,11,4,5,0,0,0,0,1,1,3,3,5,3,0,0,0,1,-0.6359000000000001,37.9029,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenylalanine,6.94,N[C@@H](Cc1ccccc1)C(O)=O,10.378641817838247,10.378641817838247,0.38509259259259254,-0.9593953136810278,0.6904627990029388,12.416666666666666,165.19199999999995,154.10399999999996,165.078978592,64,0,0.32031550163956013,-0.48007770020344237,0.48007770020344237,0.32031550163956013,1.4166666666666667,2.0,2.5,16.367544587086424,10.076364392744408,2.10385744963757,-2.04422009552615,2.007606625573848,-2.3163954376888602,5.730124707332311,-0.13799634748519246,2.0570524174272227,2.58460408239752,258.4908622767174,8.974691494688164,6.604020551477751,6.604020551477751,5.698377302757663,3.7222246944901536,3.7222246944901536,2.634453445168402,2.634453445168402,1.6156375325315602,1.6156375325315602,0.9553374414747878,0.9553374414747878,-1.35,526.605418861369,8.743896713615024,3.8752009284976325,2.3586512364733427,70.82187601193928,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,30.33183534230805,11.984273114623004,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,5.733667477162185,12.462662452073971,0.0,35.89528683400505,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.117673511940517,11.21535880699783,0.0,5.563451491696996,30.33183534230805,0.0,0.0,0.0,63.32,12.011146117099809,4.794537184071822,0.0,0.0,6.4208216229260096,5.563451491696996,0.0,0.0,30.33183534230805,0.0,10.84019487200289,0.0,0.0,10.378641817838247,8.518311602418745,6.300260770975058,-0.9593953136810278,8.543755196523053,0.38509259259259254,0.0,0.0,0.2222222222222222,12,3,3,0,0,0,1,0,1,2,2,3,3,0,0,0,1,0.641,45.75720000000002,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betaine,7.24,C[N+](C)(C)CC([O-])=O,9.888194444444444,9.888194444444444,0.0694444444444442,-1.0023148148148142,0.4104086183653024,11.375,117.14799999999998,106.05999999999997,117.078978592,48,0,0.11831230041334989,-0.5441156203540279,0.5441156203540279,0.11831230041334989,1.5,1.875,1.875,16.367194187470652,10.518264889210869,2.0422664267672075,-2.231671600686262,1.8444646797543507,-2.4453258111485248,5.648497259394789,-0.8642107302652254,1.210810026106033,3.5512529243669313,93.09201719290463,6.784457050376174,5.470816957614232,5.470816957614232,3.416502219436388,2.4196702335738483,2.4196702335738483,2.820446435486953,2.820446435486953,0.6034410938988374,0.6034410938988374,0.3872983346207416,0.3872983346207416,-0.5700000000000001,23.005390496014627,7.43,2.1320002271579725,5.43,49.12458049445445,14.38409543660715,6.544756405912575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.112321235983416,14.38409543660715,5.969305287951849,0.0,0.0,0.0,0.0,27.687772353944144,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,38.14010849959062,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,6.544756405912575,4.483030857694624,0.0,0.0,21.143015948031568,0.0,0.0,0.0,0.4189814814814814,0.0,9.888194444444444,9.888194444444444,0.0,-1.0023148148148142,0.0,0.0,0.0694444444444442,5.404166666666667,0.8,8,0,3,0,0,0,0,0,0,2,0,3,2,0,0,0,0,-1.5574999999999992,27.906399999999987,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lysine,9.54,NCCCC[C@H](N)C(O)=O,10.137221749811035,10.137221749811035,0.5203703703703704,-0.9333134920634916,0.45717715849655716,13.0,146.19,132.07799999999997,146.105527688,60,0,0.3199673002470266,-0.480086447570925,0.480086447570925,0.3199673002470266,1.5,2.1,2.5,16.367538736185143,10.123839367585878,2.0862365583514904,-2.030406643734748,1.964324434351706,-2.2938271455805683,5.724209332965023,-0.13821509350119354,1.8804130315742191,3.2148768968244483,105.9209386162151,7.983127663125442,5.915939818278889,5.915939818278889,4.680739212552622,3.366235991837783,3.366235991837783,2.2291877906591533,2.2291877906591533,1.286449931672767,1.286449931672767,0.6320636249442056,0.6320636249442056,-0.6100000000000001,133.50932524176955,9.39,5.19660435670694,4.286691532146363,60.199498846077795,16.573862349165076,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.4208216229260096,19.386399651764595,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,11.46733495432437,25.30430569792599,6.544756405912575,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,23.66242991785309,4.794537184071822,0.0,19.26246486877803,0.0,0.0,0.0,0.0,89.34,12.011146117099809,4.794537184071822,0.0,0.0,12.965578028838586,12.841643245852019,0.0,0.0,0.0,0.0,16.573862349165076,0.0,0.0,10.137221749811035,8.325077475434618,10.419494047619049,-0.9333134920634916,-0.716157407407408,2.1641666666666666,0.6035109599395314,0.0,0.8333333333333334,10,5,4,0,0,0,0,0,0,3,3,4,5,0,0,0,0,-0.4726999999999995,38.5166,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Taurine,7.85,NCC[S](O)(=O)=O,9.706805555555556,9.706805555555556,0.02893518518518512,-3.7991898148148144,0.45569908962415706,11.714285714285714,125.14899999999997,118.09299999999999,125.014664084,44,0,0.26560224076483063,-0.3293693413195931,0.3293693413195931,0.26560224076483063,1.5714285714285714,2.0,2.0,32.23973853460666,10.821605960676452,1.9786731860368283,-1.85883439493813,1.7405077502069906,-2.1337073424956614,7.853149241983416,0.48319017049377244,1.2958363892911637,3.602196822415083,125.87033355475131,5.914213562373095,3.663522298454268,4.480018879381993,3.060660171779821,1.7128309442270646,3.3219962517534674,1.074713565339804,2.646790426829786,0.37580488978195226,1.1274146693458567,0.14892967253441064,0.44678901760323186,-0.13,18.14170945007629,6.869999999999999,2.24774250890826,5.87,42.072719849279494,5.733667477162185,0.0,0.0,0.0,10.118126859033554,0.0,4.552749873690364,0.0,8.417796984328938,0.0,0.0,0.0,6.544756405912575,5.752853606746789,12.9705468580193,10.118126859033554,0.0,0.0,5.733667477162185,0.0,12.297610012659364,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,25.268156870678666,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,80.39,10.118126859033554,8.417796984328938,0.0,12.297610012659364,0.0,0.0,0.0,0.0,0.0,0.0,10.286417350852549,27.32347222222222,0.0,0.0,0.0,4.775486111111111,-0.35416666666666674,0.0,0.0,-0.02893518518518512,-3.7991898148148144,1.0,7,3,4,0,0,0,0,0,0,3,2,5,2,0,0,0,0,-1.1670999999999996,25.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glycine,8.33,NCC(O)=O,9.243055555555555,9.243055555555555,0.2777777777777779,-0.9675925925925923,0.42117088793654706,7.4,75.067,70.027,75.0320284,30,0,0.31675597840558584,-0.4802971300243957,0.4802971300243957,0.31675597840558584,2.0,2.2,2.2,16.36605925452703,10.717499991234302,1.8050321424204216,-1.7261145401494373,1.43390247565876,-2.1042293463557664,5.680936538605488,-0.13483919797703509,1.3787834934861756,2.847378923087672,42.91260938324327,4.284457050376173,2.639918936339994,2.639918936339994,2.270055610029662,1.1895326240390471,1.1895326240390471,0.5978626884552846,0.5978626884552846,0.17462042625086102,0.17462042625086102,0.0,0.0,-0.5700000000000001,9.65148445440323,4.43,1.7215451895043727,3.429999999999999,29.39983969147865,10.84019487200289,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,6.544756405912575,9.901064578912528,5.969305287951849,0.0,0.0,5.733667477162185,0.0,6.544756405912575,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,17.62058908870513,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,63.32,5.969305287951849,4.794537184071822,0.0,6.544756405912575,0.0,0.0,0.0,0.0,0.0,5.733667477162185,5.106527394840706,0.0,0.0,9.243055555555555,7.597222222222222,4.5717592592592595,-0.9675925925925923,0.0,0.0,-0.2777777777777779,0.0,0.5,5,3,3,0,0,0,0,0,0,2,2,3,1,0,0,0,0,-0.9702999999999999,16.6902,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inosine,6.19,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(O)ncnc23,9.918933767951625,9.918933767951625,0.1668872826908545,-1.229946145124717,0.49812677934883093,31.105263157894736,268.22900000000004,256.133,268.08076948400003,102,0,0.24243875925565755,-0.4916038490011165,0.4916038490011165,0.24243875925565755,1.2105263157894737,2.0,2.6842105263157894,16.562585831486317,10.128534350841894,2.4349056299460705,-2.1572239897592014,2.315004118411558,-2.3262607875887706,5.750441045443904,-0.05107006054713576,2.943194274176826,2.035435145869755,602.6175788415978,13.568549621822843,9.657165450787831,9.657165450787831,9.130228955335802,5.6213067942517565,5.6213067942517565,4.250185754453405,4.250185754453405,3.130765718670752,3.130765718670752,2.1356273693851806,2.1356273693851806,-1.81,35227.092267622436,12.23544093091737,4.3842388535215,1.7476128588760207,106.30050315842607,25.162972533162872,24.639219238009453,17.391779109118858,5.879988336435371,0.0,0.0,4.567099647791355,9.967957041894417,4.9839785209472085,0.0,0.0,0.0,0.0,12.934202039277459,25.162972533162872,11.16387793838399,0.0,19.51903521063298,0.0,24.539800333979777,6.606881964512918,12.654640149529083,0.0,5.879988336435371,0.0,0.0,5.879988336435371,0.0,64.86392591775362,4.736862953800049,0.0,6.22790117073487,12.654640149529083,0.0,11.16387793838399,0.0,133.75,31.146682298492692,15.319582184522117,0.0,17.04386627481936,0.0,6.3273200747645415,10.894419722555895,0.0,0.0,14.951935562841626,9.843390348640755,6.733674414210129,0.0,11.46515447845805,38.18546049592676,0.43294264928193593,-0.2819505595448051,0.0,-1.786859331695643,-0.4150888133030983,0.0,0.5,19,4,9,0,1,1,0,2,2,9,4,9,2,0,1,1,3,-1.8566000000000003,59.99720000000002,0,3,3,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
