False Positive Rate,True Positive Rate
0.0,0.0
0.017241379310344827,0.05336426914153132
0.017241379310344827,0.05568445475638051
0.0210727969348659,0.05568445475638051
0.0210727969348659,0.058004640371229696
0.022988505747126436,0.058004640371229696
0.022988505747126436,0.06728538283062645
0.02490421455938697,0.06728538283062645
0.02490421455938697,0.06960556844547564
0.028735632183908046,0.06960556844547564
0.028735632183908046,0.07424593967517401
0.03065134099616858,0.07424593967517401
0.03065134099616858,0.0765661252900232
0.038314176245210725,0.0765661252900232
0.038314176245210725,0.08120649651972157
0.040229885057471264,0.08120649651972157
0.040229885057471264,0.08352668213457076
0.0421455938697318,0.08352668213457076
0.0421455938697318,0.09048723897911833
0.04789272030651341,0.09048723897911833
0.04789272030651341,0.09744779582366589
0.05172413793103448,0.09744779582366589
0.05172413793103448,0.10440835266821345
0.05555555555555555,0.10440835266821345
0.05555555555555555,0.1136890951276102
0.05747126436781609,0.1136890951276102
0.05747126436781609,0.11600928074245939
0.06130268199233716,0.11600928074245939
0.06130268199233716,0.11832946635730858
0.06513409961685823,0.11832946635730858
0.06513409961685823,0.12064965197215777
0.06896551724137931,0.12064965197215777
0.06896551724137931,0.12296983758700696
0.07854406130268199,0.12296983758700696
0.07854406130268199,0.12761020881670534
0.08045977011494253,0.12761020881670534
0.08045977011494253,0.13921113689095127
0.08237547892720307,0.13921113689095127
0.08237547892720307,0.14153132250580047
0.0842911877394636,0.14153132250580047
0.0842911877394636,0.14849187935034802
0.08812260536398467,0.14849187935034802
0.08812260536398467,0.15081206496519722
0.09386973180076628,0.15081206496519722
0.09386973180076628,0.1554524361948956
0.09578544061302682,0.1554524361948956
0.09578544061302682,0.16009280742459397
0.09961685823754789,0.16009280742459397
0.09961685823754789,0.16705336426914152
0.10344827586206896,0.16705336426914152
0.10344827586206896,0.1740139211136891
0.1053639846743295,0.1740139211136891
0.1053639846743295,0.18329466357308585
0.10919540229885058,0.18329466357308585
0.10919540229885058,0.18793503480278423
0.1111111111111111,0.18793503480278423
0.1111111111111111,0.1902552204176334
0.11302681992337164,0.1902552204176334
0.11302681992337164,0.19489559164733178
0.11494252873563218,0.19489559164733178
0.11494252873563218,0.19721577726218098
0.11685823754789272,0.19721577726218098
0.11685823754789272,0.19953596287703015
0.1206896551724138,0.19953596287703015
0.1206896551724138,0.20649651972157773
0.12452107279693486,0.20649651972157773
0.12452107279693486,0.21345707656612528
0.12835249042145594,0.21345707656612528
0.12835249042145594,0.21809744779582366
0.13026819923371646,0.21809744779582366
0.13026819923371646,0.22273781902552203
0.13218390804597702,0.22273781902552203
0.13218390804597702,0.22505800464037123
0.13409961685823754,0.22505800464037123
0.13409961685823754,0.2296983758700696
0.1360153256704981,0.2296983758700696
0.1360153256704981,0.23433874709976799
0.14942528735632185,0.23433874709976799
0.14942528735632185,0.2529002320185615
0.1532567049808429,0.2529002320185615
0.1532567049808429,0.26218097447795824
0.15517241379310345,0.26218097447795824
0.15517241379310345,0.2668213457076566
0.15708812260536398,0.2668213457076566
0.15708812260536398,0.2691415313225058
0.16091954022988506,0.2691415313225058
0.16091954022988506,0.27610208816705334
0.16283524904214558,0.27610208816705334
0.16283524904214558,0.28306264501160094
0.16475095785440613,0.28306264501160094
0.16475095785440613,0.2853828306264501
0.16666666666666666,0.2853828306264501
