False Positive Rate,True Positive Rate
0.0,0.0
0.007677543186180422,0.0787037037037037
0.07485604606525911,0.30092592592592593
0.28598848368522073,0.6365740740740741
0.581573896353167,0.8564814814814815
0.8598848368522073,0.9768518518518519
1.0,1.0
