False Positive Rate,True Positive Rate
0.0,0.0
0.0,0.0028328611898017
0.0,0.031161473087818695
0.0016666666666666668,0.031161473087818695
0.0016666666666666668,0.06515580736543909
0.0016666666666666668,0.0708215297450425
0.0016666666666666668,0.07365439093484419
0.005,0.07365439093484419
0.005,0.0821529745042493
0.008333333333333333,0.0821529745042493
0.008333333333333333,0.09348441926345609
0.013333333333333334,0.09348441926345609
0.013333333333333334,0.09915014164305949
0.015,0.09915014164305949
0.015,0.10198300283286119
0.016666666666666666,0.10198300283286119
0.018333333333333333,0.1048158640226629
0.018333333333333333,0.11614730878186968
0.023333333333333334,0.11614730878186968
0.023333333333333334,0.12464589235127478
0.025,0.1274787535410765
0.02666666666666667,0.1274787535410765
0.02666666666666667,0.13031161473087818
0.028333333333333332,0.13031161473087818
0.028333333333333332,0.1359773371104816
0.03166666666666667,0.1388101983002833
0.03333333333333333,0.1388101983002833
0.035,0.141643059490085
0.035,0.1501416430594901
0.03833333333333333,0.1501416430594901
0.03833333333333333,0.15864022662889518
0.041666666666666664,0.15864022662889518
0.043333333333333335,0.16147308781869688
0.04666666666666667,0.16147308781869688
0.04666666666666667,0.1643059490084986
0.04833333333333333,0.1671388101983003
0.051666666666666666,0.1671388101983003
0.051666666666666666,0.16997167138810199
0.05333333333333334,0.16997167138810199
0.05333333333333334,0.18413597733711048
0.055,0.18413597733711048
0.056666666666666664,0.19263456090651557
0.056666666666666664,0.1954674220963173
0.058333333333333334,0.1954674220963173
0.058333333333333334,0.19830028328611898
0.058333333333333334,0.20396600566572237
0.06,0.20396600566572237
0.06,0.2096317280453258
0.06166666666666667,0.2096317280453258
0.06166666666666667,0.21813031161473087
0.065,0.21813031161473087
0.065,0.2237960339943343
0.065,0.22946175637393768
0.07166666666666667,0.22946175637393768
0.07166666666666667,0.23229461756373937
0.07333333333333333,0.23229461756373937
0.07833333333333334,0.24929178470254956
0.08,0.24929178470254956
0.08,0.2577903682719547
0.08166666666666667,0.2577903682719547
0.08166666666666667,0.26062322946175637
0.08333333333333333,0.26062322946175637
0.08333333333333333,0.2719546742209632
0.09,0.2719546742209632
0.09,0.2804532577903683
0.09166666666666666,0.2804532577903683
0.09166666666666666,0.28328611898017
0.09333333333333334,0.28328611898017
0.09333333333333334,0.28895184135977336
0.095,0.28895184135977336
0.095,0.29178470254957506
0.09833333333333333,0.29178470254957506
0.09833333333333333,0.29461756373937675
0.10166666666666667,0.29461756373937675
0.105,0.29461756373937675
0.10666666666666667,0.29461756373937675
0.10666666666666667,0.29745042492917845
0.11,0.29745042492917845
0.11,0.3002832861189802
0.11333333333333333,0.3002832861189802
0.11333333333333333,0.3031161473087819
0.11666666666666667,0.3031161473087819
0.11666666666666667,0.3059490084985836
0.11833333333333333,0.3059490084985836
