False Positive Rate,True Positive Rate
0.0,0.0
0.0,0.011764705882352941
0.0,0.023529411764705882
0.009433962264150943,0.023529411764705882
0.009433962264150943,0.03529411764705882
0.018867924528301886,0.03529411764705882
0.018867924528301886,0.058823529411764705
0.02830188679245283,0.058823529411764705
0.02830188679245283,0.07058823529411765
0.04716981132075472,0.07058823529411765
0.04716981132075472,0.08235294117647059
0.05660377358490566,0.08235294117647059
0.05660377358490566,0.09411764705882353
0.0660377358490566,0.09411764705882353
0.0660377358490566,0.10588235294117647
0.10377358490566038,0.10588235294117647
0.10377358490566038,0.16470588235294117
0.12264150943396226,0.16470588235294117
0.12264150943396226,0.17647058823529413
0.1509433962264151,0.17647058823529413
0.1509433962264151,0.18823529411764706
0.16037735849056603,0.18823529411764706
0.16037735849056603,0.2
0.16981132075471697,0.2
0.16981132075471697,0.25882352941176473
0.1792452830188679,0.25882352941176473
0.1792452830188679,0.3058823529411765
0.2169811320754717,0.3058823529411765
0.2169811320754717,0.32941176470588235
0.22641509433962265,0.32941176470588235
0.22641509433962265,0.35294117647058826
0.2358490566037736,0.35294117647058826
0.2358490566037736,0.36470588235294116
0.25471698113207547,0.36470588235294116
0.25471698113207547,0.4235294117647059
0.2830188679245283,0.4235294117647059
0.2830188679245283,0.4470588235294118
0.3113207547169811,0.4470588235294118
0.3113207547169811,0.47058823529411764
0.32075471698113206,0.47058823529411764
0.32075471698113206,0.4823529411764706
0.36792452830188677,0.4823529411764706
0.36792452830188677,0.5058823529411764
0.37735849056603776,0.5058823529411764
0.37735849056603776,0.5176470588235295
0.39622641509433965,0.5176470588235295
0.39622641509433965,0.5294117647058824
0.4056603773584906,0.5294117647058824
0.4056603773584906,0.5411764705882353
0.42452830188679247,0.5411764705882353
0.42452830188679247,0.5529411764705883
0.44339622641509435,0.5529411764705883
0.44339622641509435,0.5647058823529412
0.4528301886792453,0.5647058823529412
0.4528301886792453,0.5882352941176471
0.49056603773584906,0.5882352941176471
0.49056603773584906,0.6
0.5,0.6
0.5,0.611764705882353
0.5471698113207547,0.611764705882353
0.5471698113207547,0.6235294117647059
0.5566037735849056,0.6235294117647059
0.5566037735849056,0.6352941176470588
0.5943396226415094,0.6352941176470588
0.5943396226415094,0.6588235294117647
0.6132075471698113,0.6588235294117647
0.6132075471698113,0.6705882352941176
0.6320754716981132,0.6705882352941176
0.6320754716981132,0.6941176470588235
0.6698113207547169,0.6941176470588235
0.6698113207547169,0.7411764705882353
0.7169811320754716,0.7411764705882353
0.7169811320754716,0.7529411764705882
0.7264150943396226,0.7647058823529411
0.7264150943396226,0.7764705882352941
0.7358490566037735,0.7764705882352941
0.7358490566037735,0.788235294117647
0.7452830188679245,0.788235294117647
0.7452830188679245,0.8
0.7547169811320755,0.8
0.7547169811320755,0.8235294117647058
0.7641509433962265,0.8235294117647058
0.7641509433962265,0.8352941176470589
0.7735849056603774,0.8352941176470589
0.7735849056603774,0.8470588235294118
0.7830188679245284,0.8470588235294118
0.7830188679245284,0.8588235294117647
0.7924528301886793,0.8588235294117647
0.7924528301886793,0.9176470588235294
0.8490566037735849,0.9176470588235294
0.8490566037735849,0.9294117647058824
0.9339622641509434,0.9294117647058824
0.9339622641509434,0.9411764705882353
0.9433962264150944,0.9411764705882353
0.9433962264150944,0.9529411764705882
0.9528301886792453,0.9529411764705882
0.9528301886792453,0.9764705882352941
0.9622641509433962,0.9764705882352941
0.9622641509433962,1.0
1.0,1.0
