,abs(coef)
MolLogP,1.2438251164042384
VSA_EState1,1.1918318855940035
Chi4n,1.0395423920648579
SlogP_VSA10,0.9759644552476683
Chi3v,0.9043526744112107
Chi1v,0.8500818292374746
PEOE_VSA1,0.8392387438999531
fr_halogen,0.83535203553269
BCUT2D_CHGHI,0.7946314462107225
SMR_VSA5,0.7806864846354795
VSA_EState10,0.7602653107089026
NumHDonors,0.7402347350010388
fr_quatN,0.7271062447205736
fr_NH1,0.7116412309306774
Chi2v,0.7003891861674667
