,abs(coef)
qed,0.3051925153766529
fr_quatN,0.23196486715377054
Kappa1,0.2273018854775811
fr_sulfonamd,0.2061796649645721
fr_ether,0.19520481970445708
fr_N_O,0.18589236274226653
fr_morpholine,0.18562775660720335
fr_pyridine,0.17973914881925232
fr_hdrzine,0.16525384560486636
fr_nitro_arom_nonortho,0.15918020476175843
VSA_EState8,0.15723114966936796
fr_priamide,0.14946799640442823
fr_tetrazole,0.1454656409520833
SMR_VSA4,0.14453837151387408
BCUT2D_CHGLO,0.13678273433299154
