,Importance
BCUT2D_LOGPHI,0.02215356855606631
qed,0.017230491414839188
Chi2v,0.015963494280344992
Chi3v,0.014358953363489186
BalabanJ,0.013687677285791462
Chi1v,0.013278420071864314
BCUT2D_LOGPLOW,0.013146733501439297
MolLogP,0.013002404228531788
Chi4v,0.012587055521815474
Chi0v,0.01196936316219957
FpDensityMorgan2,0.011951467996805527
Kappa3,0.011871659148672472
Kappa2,0.011429207513362686
SPS,0.011424143193429924
BCUT2D_CHGHI,0.011382916624109073
